"x","y","x_scaled","y_scaled","z_scaled","intensity","intensity_scaled","r","g","b","Cluster","Cluster_R"
509913.28,7531994.24,0.572637423195991,0.451465430139973,0.449174578218542,55255,0.887700534759358,0.931937172774869,0.867021276595745,0.765957446808511,148,148
509911.93,7531993.26,0.571942131096037,0.451088940026508,0.448569873616738,53199,0.844919786096257,0.905759162303665,0.824468085106383,0.712765957446808,148,148
509909.3,7532003.29,0.57058759907912,0.454942201084084,0.450867751103586,50372,0.786096256684492,0.863874345549738,0.76063829787234,0.643617021276596,148,148
509916.35,7531990.86,0.574218568934339,0.450166923422741,0.449053637298181,56283,0.909090909090909,0.947643979057592,0.888297872340426,0.808510638297872,148,148
509906.65,7532001.22,0.569222766438522,0.454146961763035,0.450202576041603,51400,0.807486631016043,0.879581151832461,0.781914893617021,0.670212765957447,148,148
509908,7532002.21,0.569918058538447,0.454527293612264,0.450202576041603,52685,0.834224598930481,0.895287958115183,0.813829787234043,0.712765957446808,148,148
509913.03,7532003.83,0.572508665399707,0.455149654819995,0.452077160307192,52428,0.828877005347594,0.890052356020942,0.803191489361702,0.696808510638298,148,148
509909.28,7531991.42,0.570577298455438,0.450382060630179,0.447904698554757,54998,0.882352941176471,0.931937172774869,0.861702127659574,0.765957446808511,148,148
509910.33,7532001.85,0.571118081199827,0.454388991121538,0.450746810183226,53456,0.850267379679144,0.905759162303665,0.824468085106383,0.723404255319149,148,148
509910.62,7531992.41,0.571267440243507,0.450762392479408,0.447904698554757,51400,0.807486631016043,0.879581151832461,0.781914893617021,0.654255319148936,148,148
509915.01,7531989.87,0.573528427146271,0.449786591573512,0.448993166838,55512,0.893048128342246,0.931937172774869,0.872340425531915,0.781914893617021,148,148
509912.26,7531987.99,0.57211209138714,0.449064345233769,0.448327991776017,50629,0.79144385026738,0.858638743455497,0.765957446808511,0.643617021276596,148,148
509913.66,7531988.88,0.572833135046316,0.449406259724284,0.448388462236198,53199,0.844919786096257,0.905759162303665,0.824468085106383,0.702127659574468,148,148
509914.28,7531998.6,0.573152454381129,0.453140426970312,0.451230573864667,51143,0.802139037433155,0.869109947643979,0.776595744680851,0.659574468085106,148,148
509912.87,7531992,0.572426260410068,0.450604881309504,0.448509403156559,56283,0.909090909090909,0.947643979057592,0.893617021276596,0.803191489361702,148,148
509914.27,7531992.9,0.573147304069273,0.45095063753614,0.44911410775836,57311,0.93048128342246,0.963350785340314,0.914893617021277,0.835106382978723,148,148
509911.73,7532004.88,0.571839124859003,0.455553037084166,0.45213763076737,52428,0.828877005347594,0.895287958115183,0.803191489361702,0.696808510638298,148,148
509911.52,7531991.01,0.571730968310143,0.450224549460275,0.448509403156559,56026,0.903743315508021,0.942408376963351,0.882978723404255,0.797872340425532,148,148
509908.36,7531993.28,0.570103469765089,0.451096623498394,0.447965169014936,47545,0.727272727272727,0.806282722513089,0.696808510638298,0.585106382978723,148,148
509912.94,7531997.61,0.572462312593031,0.452760095121441,0.450565398802686,49601,0.770053475935829,0.842931937172775,0.74468085106383,0.627659574468085,148,148
509908.98,7532003,0.570422789099873,0.454830790744422,0.450867751103586,51657,0.812834224598931,0.879581151832461,0.787234042553192,0.675531914893617,148,148
509915.27,7531997.25,0.573662335254411,0.452621792630715,0.450504928342505,51914,0.818181818181818,0.884816753926702,0.792553191489362,0.675531914893617,148,148
509913.93,7531996.27,0.572972193466313,0.45224530251725,0.450504928342505,54484,0.871657754010695,0.921465968586387,0.851063829787234,0.75,148,148
509910.27,7531990.07,0.57108717932872,0.449863426290582,0.447844228094576,55512,0.893048128342246,0.93717277486911,0.872340425531915,0.776595744680851,148,148
509907.64,7532002.01,0.569732647311804,0.454450458895194,0.450202576041603,52942,0.839572192513369,0.900523560209424,0.819148936170213,0.712765957446808,148,148
509917.25,7531989.46,0.574682097000976,0.449629080403608,0.448993166838,56026,0.903743315508021,0.942408376963351,0.888297872340426,0.803191489361702,148,148
509915.99,7531988.53,0.574033157707697,0.449271798969679,0.448932696377818,51657,0.812834224598931,0.879581151832461,0.792553191489362,0.675531914893617,148,148
509916.55,7531992.63,0.574321575171373,0.450846910668006,0.449718812360162,50629,0.79144385026738,0.858638743455497,0.771276595744681,0.654255319148936,148,148
509914.65,7531987.54,0.573343015919628,0.448891467120451,0.448327991776017,55769,0.898395721925134,0.947643979057592,0.877659574468085,0.776595744680851,148,148
509913.25,7531986.64,0.572621972260423,0.448545710893814,0.448267521315838,52942,0.839572192513369,0.900523560209424,0.819148936170213,0.691489361702128,148,148
509910.67,7532003.58,0.571293191802758,0.455053611423747,0.451472455705387,51914,0.818181818181818,0.890052356020942,0.792553191489362,0.686170212765957,148,148
509912.02,7532004.57,0.571988483902712,0.455433943272975,0.452077160307192,52685,0.834224598930481,0.900523560209424,0.808510638297872,0.702127659574468,148,148
509909.24,7532002.54,0.570556697208013,0.45465407089534,0.450807280643407,51657,0.812834224598931,0.879581151832461,0.787234042553192,0.675531914893617,148,148
509907.93,7532001.7,0.569882006355483,0.454331365084003,0.450202576041603,52428,0.828877005347594,0.890052356020942,0.808510638297872,0.702127659574468,148,148
509906.58,7532000.71,0.569186714255559,0.453951033234775,0.450142105581424,52942,0.839572192513369,0.900523560209424,0.819148936170213,0.712765957446808,148,148
509912.87,7532003.26,0.572426260410068,0.454930675876435,0.45201668984701,51657,0.812834224598931,0.884816753926702,0.787234042553192,0.680851063829787,148,148
509911.61,7532002.33,0.571777321116789,0.454573394442506,0.451411985245209,52171,0.823529411764706,0.890052356020942,0.797872340425532,0.691489361702128,148,148
509908.92,7532000.35,0.570391887228766,0.453812730744049,0.450142105581424,52942,0.839572192513369,0.905759162303665,0.819148936170213,0.702127659574468,148,148
509910.26,7532001.34,0.571082029016864,0.454193062593277,0.450746810183226,52428,0.828877005347594,0.890052356020942,0.803191489361702,0.696808510638298,148,148
509913.86,7532001.92,0.57293614128335,0.454415883272602,0.451351514785027,52685,0.834224598930481,0.890052356020942,0.808510638297872,0.707446808510638,148,148
509912.51,7532000.93,0.572240849183425,0.454035551423373,0.451351514785027,52428,0.828877005347594,0.890052356020942,0.803191489361702,0.696808510638298,148,148
509911.25,7531999.99,0.571591909890146,0.45367442825368,0.450686339723047,50115,0.780748663101604,0.848167539267016,0.75531914893617,0.638297872340426,148,148
509909.91,7531999,0.570901768102048,0.453294096404452,0.450021164661064,50115,0.780748663101604,0.848167539267016,0.75531914893617,0.638297872340426,148,148
509914.84,7532000.57,0.573440871844806,0.453897248933005,0.451291044324848,49858,0.775401069518717,0.853403141361257,0.75,0.632978723404255,148,148
509912.15,7531998.6,0.572055437956782,0.453140426970312,0.450625869262865,48830,0.754010695187166,0.827225130890052,0.728723404255319,0.606382978723404,148,148
509913.5,7531999.58,0.572750730056707,0.453516917083776,0.451291044324848,48830,0.754010695187166,0.832460732984293,0.728723404255319,0.611702127659574,148,148
509910.9,7531997.66,0.57141164897536,0.452779303800619,0.449960694200882,50115,0.780748663101604,0.848167539267016,0.75531914893617,0.638297872340426,148,148
509914.49,7531998.24,0.573260610929989,0.453002124479943,0.450565398802686,49344,0.764705882352941,0.837696335078534,0.73936170212766,0.622340425531915,148,148
509913.14,7531997.25,0.572565318830065,0.452621792630715,0.450565398802686,50629,0.79144385026738,0.858638743455497,0.765957446808511,0.643617021276596,148,148
509915.47,7531996.89,0.573765341491415,0.452483490139989,0.450504928342505,51657,0.812834224598931,0.879581151832461,0.787234042553192,0.675531914893617,148,148
509914.13,7531995.9,0.573075199703347,0.452103158291118,0.450504928342505,54484,0.871657754010695,0.921465968586387,0.851063829787234,0.75531914893617,148,148
509917.43,7531990.63,0.574774802614297,0.450078563498021,0.448993166838,56026,0.903743315508021,0.942408376963351,0.882978723404255,0.797872340425532,148,148
509915.12,7531994.56,0.573585080576629,0.451588365686927,0.449839753280522,49344,0.764705882352941,0.842931937172775,0.734042553191489,0.611702127659574,148,148
509911.34,7531989.84,0.571638262696822,0.449775066365862,0.448448932696377,54227,0.866310160427808,0.916230366492147,0.845744680851064,0.74468085106383,148,148
509914.83,7531988.7,0.573435721532949,0.4493371084791,0.448993166838,54484,0.871657754010695,0.921465968586387,0.851063829787234,0.74468085106383,148,148
509916.17,7531989.69,0.574125863321018,0.449717440328328,0.448993166838,56283,0.909090909090909,0.947643979057592,0.893617021276596,0.808510638297872,148,148
509915.02,7531990.48,0.573533577458127,0.450020937460487,0.449053637298181,54484,0.871657754010695,0.916230366492147,0.851063829787234,0.75,148,148
509913.43,7531987.81,0.572714677873744,0.448995193988227,0.448327991776017,54484,0.871657754010695,0.926701570680628,0.851063829787234,0.734042553191489,148,148
509912.08,7531986.82,0.572019385773819,0.448614862139356,0.448327991776017,52171,0.823529411764706,0.890052356020942,0.803191489361702,0.680851063829787,148,148
509918.42,7531989.29,0.575284683487579,0.449563770894188,0.448932696377818,54741,0.877005347593583,0.926701570680628,0.861702127659574,0.75531914893617,148,148
509917.07,7531988.3,0.574589391387654,0.449183439044959,0.448932696377818,52171,0.823529411764706,0.890052356020942,0.803191489361702,0.686170212765957,148,148
509914.42,7531986.46,0.573224558747026,0.44847655964863,0.448267521315838,50886,0.796791443850267,0.869109947643979,0.776595744680851,0.643617021276596,148,148
509915.77,7531987.45,0.573919850846981,0.448856891497859,0.448932696377818,54484,0.871657754010695,0.921465968586387,0.851063829787234,0.74468085106383,148,148
509913.07,7531985.47,0.572529266647101,0.448096227799402,0.448267521315838,53713,0.855614973262032,0.910994764397906,0.840425531914894,0.718085106382979,148,148
509905.24,7531999.72,0.56849657246746,0.453570701385546,0.449537400979623,51657,0.812834224598931,0.87434554973822,0.787234042553192,0.675531914893617,148,148
509918.01,7531987.04,0.575073520701685,0.448699380327955,0.44887222591764,52171,0.823529411764706,0.890052356020942,0.797872340425532,0.670212765957447,148,148
509916.66,7531986.05,0.574378228601731,0.448319048478726,0.44887222591764,52685,0.834224598930481,0.895287958115183,0.813829787234043,0.696808510638298,148,148
509907.57,7531999.36,0.569696595128841,0.453432398895178,0.449476930519441,50886,0.796791443850267,0.863874345549738,0.771276595744681,0.654255319148936,148,148
509906.23,7531998.37,0.569006453340742,0.453052067045949,0.449476930519441,49087,0.759358288770054,0.832460732984293,0.734042553191489,0.617021276595745,148,148
509915.41,7531985.11,0.573734439620308,0.447957925309033,0.448811755457458,49858,0.775401069518717,0.848167539267016,0.75,0.617021276595745,148,148
509914.06,7531984.13,0.573039147520383,0.447581435195569,0.448207050855657,53199,0.844919786096257,0.905759162303665,0.824468085106383,0.702127659574468,148,148
509907.21,7531997.03,0.569511183902198,0.452537274442117,0.448751284997279,51657,0.812834224598931,0.879581151832461,0.787234042553192,0.670212765957447,148,148
509908.56,7531998.02,0.570206476002123,0.452917606290987,0.449416460059262,51657,0.812834224598931,0.879581151832461,0.787234042553192,0.664893617021277,148,148
509909.55,7531996.67,0.570716356875405,0.45239897195139,0.449355989599081,51143,0.802139037433155,0.87434554973822,0.776595744680851,0.659574468085106,148,148
509908.2,7531995.68,0.57002106477548,0.452018640102162,0.448690814537098,51914,0.818181818181818,0.884816753926702,0.792553191489362,0.675531914893617,148,148
509910.54,7531995.33,0.571226237748687,0.451884179347558,0.448630344076919,51143,0.802139037433155,0.869109947643979,0.776595744680851,0.659574468085106,148,148
509911.79,7531996.26,0.57187002673011,0.452241460781486,0.449295519138902,51400,0.807486631016043,0.87434554973822,0.787234042553192,0.670212765957447,148,148
509909.19,7531994.34,0.570530945648762,0.451503847498329,0.448630344076919,49344,0.764705882352941,0.842931937172775,0.73936170212766,0.611702127659574,148,148
509907.85,7531993.35,0.569840803860664,0.451123515649101,0.447965169014936,50372,0.786096256684492,0.858638743455497,0.76063829787234,0.643617021276596,148,148
509912.78,7531994.92,0.572379907603422,0.451726668177653,0.44923504867872,56797,0.919786096256685,0.958115183246073,0.904255319148936,0.819148936170213,148,148
509906.47,7532000.05,0.569130060825171,0.453697478668623,0.449537400979623,53199,0.844919786096257,0.905759162303665,0.824468085106383,0.718085106382979,148,148
509905.22,7531999.12,0.568486271843748,0.453340197234694,0.449476930519441,52685,0.834224598930481,0.895287958115183,0.813829787234043,0.702127659574468,148,148
509916.37,7531991.46,0.574228869558052,0.450397427573593,0.449053637298181,54484,0.871657754010695,0.921465968586387,0.851063829787234,0.76063829787234,148,148
509910.13,7531993.08,0.571015074962794,0.451019788781324,0.447965169014936,51143,0.802139037433155,0.87434554973822,0.776595744680851,0.648936170212766,148,148
509911.44,7531993.93,0.571689765815323,0.451346336328425,0.448569873616738,54227,0.866310160427808,0.921465968586387,0.845744680851064,0.734042553191489,148,148
509913.68,7531989.49,0.572843435670028,0.449640605611258,0.448388462236198,53199,0.844919786096257,0.900523560209424,0.824468085106383,0.712765957446808,148,148
509912.33,7531988.5,0.572148143570104,0.449260273762029,0.448388462236198,51400,0.807486631016043,0.869109947643979,0.787234042553192,0.664893617021277,148,148
509908.78,7531992.09,0.570319782862869,0.450639456932096,0.447904698554757,50372,0.786096256684492,0.858638743455497,0.76063829787234,0.643617021276596,148,148
509913.77,7531993.57,0.572889788476704,0.451208033838056,0.449174578218542,57054,0.925133689839572,0.963350785340314,0.909574468085106,0.829787234042553,148,148
509913.25,7531995.77,0.572621972260423,0.452053215724754,0.449900223740703,52428,0.828877005347594,0.890052356020942,0.803191489361702,0.691489361702128,148,148
509914.6,7531996.76,0.573317264360347,0.452433547573983,0.450504928342505,52685,0.834224598930481,0.895287958115183,0.808510638297872,0.702127659574468,148,148
509915.59,7531995.41,0.573827145233659,0.451914913234386,0.450444457882323,53970,0.86096256684492,0.916230366492147,0.840425531914894,0.734042553191489,148,148
509914.24,7531994.43,0.573131853133705,0.451538423120921,0.449839753280522,51400,0.807486631016043,0.87434554973822,0.781914893617021,0.654255319148936,148,148
509907.46,7531998.71,0.569639941698483,0.45318268606479,0.449476930519441,51914,0.818181818181818,0.884816753926702,0.792553191489362,0.680851063829787,148,148
509906.07,7531997.81,0.568924048351134,0.452836929838153,0.448811755457458,49858,0.775401069518717,0.848167539267016,0.75,0.632978723404255,148,148
509912.37,7531992.67,0.572168744817499,0.45086227761142,0.448509403156559,53713,0.855614973262032,0.916230366492147,0.835106382978723,0.728723404255319,148,148
509911.12,7531991.74,0.571524955836076,0.450504996177491,0.448509403156559,52428,0.828877005347594,0.895287958115183,0.808510638297872,0.686170212765957,148,148
509909.77,7531990.75,0.570829663736151,0.450124664328263,0.447844228094576,54998,0.882352941176471,0.926701570680628,0.861702127659574,0.76063829787234,148,148
509916.11,7531993.21,0.574094961449911,0.45106973134733,0.449718812360162,51400,0.807486631016043,0.869109947643979,0.781914893617021,0.670212765957447,148,148
509913.36,7531991.33,0.572678625690781,0.450347485007587,0.448448932696377,55769,0.898395721925134,0.93717277486911,0.877659574468085,0.787234042553192,148,148
509914.71,7531992.32,0.573373917790735,0.450727816856816,0.44911410775836,55512,0.893048128342246,0.931937172774869,0.877659574468085,0.792553191489362,148,148
509912.02,7531990.34,0.571988483902712,0.449967153158359,0.448448932696377,56026,0.903743315508021,0.93717277486911,0.888297872340426,0.813829787234043,148,148
509910.76,7531989.4,0.571339544609433,0.449606029988666,0.448448932696377,52685,0.834224598930481,0.890052356020942,0.813829787234043,0.696808510638298,148,148
509917.04,7531991.96,0.574573940452086,0.45058951436609,0.449053637298181,54998,0.882352941176471,0.926701570680628,0.861702127659574,0.771276595744681,148,148
509915.7,7531990.97,0.573883798664017,0.450209182516861,0.449053637298181,56026,0.903743315508021,0.942408376963351,0.888297872340426,0.803191489361702,148,148
509914.35,7531989.98,0.573188506564063,0.44982885066799,0.449053637298181,55769,0.898395721925134,0.93717277486911,0.882978723404255,0.797872340425532,148,148
509911.66,7531988,0.57180307267604,0.449068186969533,0.448388462236198,50886,0.796791443850267,0.863874345549738,0.776595744680851,0.654255319148936,148,148
509913.01,7531988.99,0.572498364775994,0.449448518818762,0.448388462236198,52428,0.828877005347594,0.895287958115183,0.808510638297872,0.691489361702128,148,148
509916.69,7531989.62,0.574393679537299,0.449690548177264,0.448993166838,56540,0.914438502673797,0.947643979057592,0.898936170212766,0.819148936170213,148,148
509918.03,7531990.61,0.575083821325398,0.450070880026493,0.448993166838,54998,0.882352941176471,0.931937172774869,0.861702127659574,0.75531914893617,148,148
509915.34,7531988.64,0.573698387437375,0.4493140580638,0.448932696377818,55255,0.887700534759358,0.93717277486911,0.867021276595745,0.771276595744681,148,148
509913.99,7531987.65,0.57300309533742,0.448933726214929,0.448327991776017,54998,0.882352941176471,0.931937172774869,0.867021276595745,0.75531914893617,148,148
509912.65,7531986.66,0.572312953549352,0.4485533943657,0.448327991776017,53970,0.86096256684492,0.916230366492147,0.840425531914894,0.718085106382979,148,148
509917.68,7531988.28,0.574903560410581,0.449175755573431,0.448932696377818,50886,0.796791443850267,0.869109947643979,0.771276595744681,0.648936170212766,148,148
509914.98,7531986.3,0.573512976210702,0.448415091874974,0.44887222591764,49087,0.759358288770054,0.832460732984293,0.734042553191489,0.595744680851064,148,148
509916.33,7531987.29,0.574208268310657,0.448795423724203,0.44887222591764,52942,0.839572192513369,0.895287958115183,0.819148936170213,0.707446808510638,148,148
509918.24,7531988.12,0.575191977874258,0.449114287799775,0.44887222591764,50115,0.780748663101604,0.853403141361257,0.75531914893617,0.622340425531915,148,148
509913.64,7531985.31,0.572822834422634,0.448034760025746,0.448267521315838,52171,0.823529411764706,0.890052356020942,0.803191489361702,0.675531914893617,148,148
509907.05,7531996.47,0.569428778912559,0.45232213723432,0.448751284997279,52685,0.834224598930481,0.900523560209424,0.813829787234043,0.696808510638298,148,148
509908.4,7531997.45,0.570124071012514,0.452698627347785,0.449416460059262,51143,0.802139037433155,0.869109947643979,0.776595744680851,0.659574468085106,148,148
509909.39,7531996.11,0.570633951885796,0.452183834743952,0.449295519138902,50629,0.79144385026738,0.863874345549738,0.765957446808511,0.643617021276596,148,148
509908.04,7531995.12,0.569938659785841,0.451803502894723,0.448690814537098,51143,0.802139037433155,0.87434554973822,0.776595744680851,0.659574468085106,148,148
509910.38,7531994.76,0.571143832759078,0.451665200403997,0.448630344076919,50886,0.796791443850267,0.863874345549738,0.771276595744681,0.648936170212766,148,148
509911.72,7531995.75,0.571833974547147,0.452045532253226,0.449295519138902,52428,0.828877005347594,0.890052356020942,0.803191489361702,0.691489361702128,148,148
509918.66,7531986.93,0.575408290972007,0.448657121233477,0.44887222591764,52685,0.834224598930481,0.900523560209424,0.813829787234043,0.686170212765957,148,148
509917.32,7531985.94,0.574718149183939,0.448276789384606,0.448811755457458,52685,0.834224598930481,0.895287958115183,0.813829787234043,0.691489361702128,148,148
509914.63,7531983.97,0.573332715295916,0.447519967421913,0.448146580395478,53713,0.855614973262032,0.910994764397906,0.835106382978723,0.712765957446808,148,148
509915.97,7531984.95,0.574022857083984,0.447896457535377,0.448811755457458,48316,0.74331550802139,0.827225130890052,0.718085106382979,0.585106382978723,148,148
509905.4,7532000.28,0.568578977457099,0.453785838593343,0.449537400979623,51400,0.807486631016043,0.87434554973822,0.781914893617021,0.675531914893617,148,148
509907.64,7531999.88,0.569732647311804,0.453632169159202,0.449476930519441,51914,0.818181818181818,0.884816753926702,0.797872340425532,0.680851063829787,148,148
509906.3,7531998.89,0.569042505523706,0.453251837309974,0.449476930519441,50372,0.786096256684492,0.853403141361257,0.76063829787234,0.643617021276596,148,148
509908.58,7531998.62,0.570216776625835,0.453148110442198,0.449416460059262,51400,0.807486631016043,0.87434554973822,0.781914893617021,0.659574468085106,148,148
509907.23,7531997.63,0.569521484525881,0.452767778592969,0.449416460059262,49858,0.775401069518717,0.848167539267016,0.75,0.627659574468085,148,148
509908.22,7531996.29,0.570031365399163,0.452252985989136,0.448751284997279,51143,0.802139037433155,0.869109947643979,0.776595744680851,0.659574468085106,148,148
509909.57,7531997.27,0.570726657499117,0.452629476102243,0.449355989599081,50629,0.79144385026738,0.858638743455497,0.765957446808511,0.643617021276596,148,148
509906.88,7531995.3,0.569341223611094,0.451872654139908,0.448690814537098,48830,0.754010695187166,0.827225130890052,0.728723404255319,0.617021276595745,148,148
509910.56,7531995.93,0.5712365383724,0.45211468349841,0.449295519138902,52171,0.823529411764706,0.890052356020942,0.803191489361702,0.686170212765957,148,148
509907.86,7531993.95,0.56984595417252,0.451354019800311,0.448630344076919,49601,0.770053475935829,0.842931937172775,0.74468085106383,0.622340425531915,148,148
509909.21,7531994.94,0.570541246272475,0.451734351649539,0.448630344076919,48059,0.737967914438503,0.821989528795812,0.707446808510638,0.579787234042553,148,148
509911.55,7531994.58,0.571746419245682,0.451596049158813,0.448630344076919,52171,0.823529411764706,0.890052356020942,0.803191489361702,0.680851063829787,148,148
509912.89,7531995.57,0.57243656103378,0.451976381008042,0.44923504867872,54998,0.882352941176471,0.926701570680628,0.861702127659574,0.765957446808511,148,148
509910.2,7531993.59,0.571051127145757,0.451215717309585,0.448569873616738,53456,0.850267379679144,0.910994764397906,0.829787234042553,0.712765957446808,148,148
509908.85,7531992.61,0.570355835045802,0.450839227196478,0.447965169014936,49087,0.759358288770054,0.837696335078534,0.734042553191489,0.606382978723404,148,148
509913.88,7531994.23,0.572946441907062,0.451461588404209,0.449174578218542,55512,0.893048128342246,0.942408376963351,0.872340425531915,0.771276595744681,148,148
509912.53,7531993.24,0.572251149807137,0.45108125655498,0.448569873616738,53456,0.850267379679144,0.910994764397906,0.829787234042553,0.718085106382979,148,148
509909.84,7531991.26,0.570865715919114,0.450320592856523,0.447904698554757,54227,0.866310160427808,0.921465968586387,0.845744680851064,0.734042553191489,148,148
509911.19,7531992.25,0.571561008019039,0.450700924705752,0.448509403156559,52171,0.823529411764706,0.890052356020942,0.803191489361702,0.680851063829787,148,148
509914.87,7531992.88,0.573456322780344,0.450942954064254,0.44911410775836,55769,0.898395721925134,0.93717277486911,0.877659574468085,0.792553191489362,148,148
509913.52,7531991.89,0.57276103068042,0.450562622215026,0.44911410775836,55512,0.893048128342246,0.931937172774869,0.872340425531915,0.787234042553192,148,148
509912.18,7531990.9,0.572070888892321,0.450182290366155,0.448448932696377,56283,0.909090909090909,0.942408376963351,0.893617021276596,0.813829787234043,148,148
509910.83,7531989.91,0.571375596792396,0.449801958516926,0.448448932696377,53970,0.86096256684492,0.910994764397906,0.840425531914894,0.734042553191489,148,148
