"mean","mean1","scale","shape"
0.270539640758847,-0.253248408552957,0.0648997164171161,0.965048465663078
0.320442809226927,-0.275308765716125,0.0575886107774296,1.05761404343818
0.226417938862535,-0.353324234771485,0.0584324283608558,1.02294836083554
0.216982853262319,-0.148183767737207,0.0622228291314239,0.987139323148037
0.234546209161598,-0.208367846927299,0.0549468223743224,1.0228407699576
0.291528084247618,-0.178435325033829,0.0636718882101964,1.0038277739171
0.236344407654868,-0.195446125645153,0.0659616062976729,0.98767135549055
0.174746426370271,-0.192938626049683,0.0583484910335694,0.970286241185629
0.0977994014857803,-0.125995821581898,0.0593096084144783,0.922516209509102
0.531202781594647,-0.31465149421305,0.0613505662756913,1.09370680433624
0.261163726294337,-0.284135904061875,0.0588613571791776,1.01202949831913
0.0988040827460117,-0.201021324355078,0.0594157902410091,1.06426473742545
0.107163837447125,-0.211974881527125,0.0540074951461471,1.10561142673276
0.229914327921404,-0.156558994946618,0.0596063378820787,1.07770556230937
0.141997499207452,-0.185025850253767,0.051678934322613,1.10431898479982
0.0784000555855557,-0.107385487197082,0.0566747403059431,0.992201163167281
0.211092983056885,-0.184646562395913,0.0665012856331551,0.952999662510442
0.169175374536394,-0.208421582998934,0.0644823739852143,0.960542682835846
0.057044029324945,-0.215414664109017,0.0493807755914663,1.05483085056056
0.296590477681737,-0.192642286941273,0.0618666419880287,0.990464695035831
0.23269059902697,-0.225196396134322,0.0566160534005809,1.02829161860922
0.281124256634841,-0.141863486137014,0.0672850421233654,0.954951209206637
0.19452513418594,-0.163025070688308,0.0646217340593109,0.956064557517243
0.294342645348231,-0.268063802018326,0.0672412134651595,0.981271471789327
0.293952954733938,-0.295398887939731,0.0520117825406732,1.03237234399262
0.228310676035878,-0.172845519673502,0.0456702873608152,1.12774816927081
0.0681010505738944,-0.163414037014603,0.0616411979735543,0.981209416243523
0.131950658079211,-0.151297607797317,0.0553477418711357,1.06851001851105
0.162815564110386,-0.310766039754059,0.051251844163592,1.03262076752858
0.232179012364718,-0.200242226669335,0.0597872755635119,1.01124732286807
0.0944692191063588,-0.299791012430339,0.0607679757307188,0.99041506912984
0.0745547079799765,-0.203330361295285,0.0616204048430481,0.988100286360267
0.20455479833706,-0.287349962186326,0.0642443783185296,0.944543603456059
0.148262315307341,-0.181174985821619,0.0563374054559415,0.996313043196802
0.0801074286221127,-0.118706628810192,0.058231759252467,1.00477296110612
0.23378413006933,-0.132219419904859,0.0599314583615112,0.99643112667904
0.297483676349871,-0.302283595439528,0.0544867672384668,1.01425825935867
0.000785299214949966,-0.0801751266127005,0.0701782957688323,0.894852851296784
0.0953243537039691,-0.165787012234082,0.0629898279194162,0.970973933609507
0.145016852601599,-0.135232451315353,0.0571986803242281,1.05226503016711
-0.0293652787918661,-0.136879652264147,0.0525353072254852,0.960663177594847
0.262965766948468,-0.26626490349215,0.0573039630867753,1.05212250306868
0.33369990493411,-0.114148209860667,0.0653777264040779,1.05785713432686
0.00161804693399968,-0.219918244590432,0.0510429287532668,0.981984782729159
0.127855188721959,-0.0882646943836994,0.0511325433786934,1.02725707503779
0.134510262127654,-0.22122789065185,0.0552443163455569,1.00655692612005
0.156928395970619,-0.215864117002978,0.0540717741040479,1.01770496001902
0.150352794432588,-0.242750075357571,0.0613609036065517,0.971152089339572
0.154750879307071,-0.140658190520834,0.0548126211434859,1.02717109860142
0.147849738129581,-0.281723695685397,0.0562216655223335,1.03625234973837
0.0735280552897255,-0.207064594102831,0.0572238280272716,0.956875658499007
0.266844881228547,-0.198424894317739,0.0574915069208993,1.05588496325124
0.0994625915219699,-0.0890392899329904,0.0674340804624643,0.943042594097783
0.235229888527824,-0.306858308128879,0.050516753817453,1.0170242153517
0.224455532428606,-0.124477534752611,0.0659010829323755,1.01554274301107
0.286374942560954,-0.0956919009946987,0.0682487107622619,0.988331554322471
0.298982329583977,-0.113943923102563,0.0630110734441542,0.946729766471016
0.267618213612628,-0.216157445546133,0.0530165146010893,1.17449322064259
0.170599776080239,-0.185031805761448,0.0481956915409273,1.0794594484333
0.184981870228484,-0.106609195181992,0.0513808201296599,1.08537409644504
0.253962728487487,-0.170461432161965,0.0768962253261124,0.936483771334112
0.148566167799126,-0.146630496908576,0.0529956645734777,1.0606638515119
0.00292199147560022,-0.228585993632029,0.0540876112470517,0.995871673564896
0.355622293365937,-0.254606753330707,0.0705268814234053,0.974694822336169
0.117178271673208,-0.113625454723546,0.052911709165911,1.03403889435345
0.244920490577425,-0.174570349455981,0.0545974675324203,1.12287978296036
0.141150825902761,-0.172667299748543,0.0638953189779998,0.983507291670802
0.220044014420107,-0.203185103896708,0.0631873453725949,0.957926194924067
0.216183591380684,-0.19732122652837,0.0646432148244632,0.967707094552194
0.322629053116021,-0.0474519175234711,0.0641063841335162,1.02401346795857
0.217256827912203,-0.224638639616107,0.0464900363253908,1.20645301071932
0.388878591777295,-0.231892276129904,0.0605354828037749,1.03109023218507
0.230891073038293,-0.205568646089684,0.0661218617082093,0.956029030856312
0.311910013411367,-0.230034364693897,0.0529264680107773,1.09325926861368
0.0876473802863367,-0.11877303165048,0.0568590119969188,1.01840774830103
0.0973880995568337,-0.115693209015358,0.0566608294196539,1.03456348025989
0.103822405999346,-0.208628910511259,0.0657930549322011,0.910044632924449
0.12916224554824,-0.125764505045146,0.0600812042154122,0.985095723410031
0.170765981147306,-0.198317890753166,0.0624845609354748,0.973408492144207
0.312740446913317,-0.134711091593644,0.0617296372128518,0.9635279049135
0.206391822363587,-0.164904834073364,0.0588922382844957,0.996463215788223
0.226363187700472,-0.231193183633271,0.0559993164899209,1.0253832420702
0.234093986149556,-0.236433690189551,0.0573155804169644,1.10540088730063
0.0512067079855605,-0.197766410615977,0.0571545226523221,0.981461968291702
0.302484733514443,-0.279184308008815,0.0574446291569838,1.02057138109154
0.0909172201730592,-0.178193223140961,0.0638802534120547,0.906051206888639
0.324142062206556,-0.175484163758602,0.0605856968907484,1.08771919173253
0.279848281883107,-0.226178015190935,0.0683204190233565,0.95628229815122
0.259361945391946,-0.252768724608773,0.0608012522270422,0.977506262968354
0.204043615798469,-0.322442595897251,0.0538255984210813,1.0267531456024
0.0423102300864538,-0.135599619050341,0.0517013147585016,0.969227637192426
0.196095359524821,-0.0497169038181503,0.0662553976503273,0.962104869826836
0.0176760683744249,-0.192837124549232,0.0674846378466213,0.895970522843012
0.117124634446548,-0.162410201596228,0.0567603505070701,0.982502380786637
0.239609441174826,-0.174335720718594,0.0569561927690431,1.07116712633444
0.168268093615586,-0.235966198085008,0.0699364492073106,0.962822631529626
0.187132528968878,-0.192071032555825,0.0576866070499933,0.952297564901689
0.34750239224531,-0.236598851336004,0.058142276537923,1.04019891902948
-0.0368754472599397,-0.0749719215703335,0.0583164986889081,1.00564398534513
