"mean","mean1","scale","shape"
0.270526955451182,-0.194199143941655,0.070965473846058,0.970673869773058
0.250545746809814,-0.401645436155858,0.0712314456671631,0.998130007377298
0.0767481088026815,-0.134504682488948,0.0527076167298248,0.996575513261929
0.245012454546936,-0.259118687674054,0.0745192441435342,0.991526752728857
0.247015733005049,-0.374669929432712,0.0666453285940959,0.998162108562751
0.0322458402304502,0.0830713261456795,0.0630089921995178,1.00447850879539
0.141259916841668,-0.133167654860842,0.0563567866973217,1.00167280521275
0.204920970720681,-0.242234589128715,0.0536962824853248,0.995292750154586
0.270593146296779,-0.272125833592263,0.0556844973806975,1.01447869290641
0.155937442985427,-0.13348213269513,0.0624866009221903,0.996571622260685
0.202330490176838,-0.236296291748554,0.0512748757608848,0.997637802531852
0.166592942063578,-0.104000525462044,0.0641311993113962,0.991787585497921
0.254887078934359,-0.233999342261634,0.0495858094539337,1.00528710915326
0.196360022086263,-0.150232109346006,0.0636720193319734,0.950928978170944
0.226072233535823,-0.203383492884704,0.0634020438385652,1.0390604991873
0.185038178444736,-0.243350190228177,0.0623612422740035,0.998682730595294
0.189443923044678,-0.132728617862103,0.0589966098393059,1.05029113981118
0.195540140582793,-0.150783200610561,0.0695128211781493,1.00430011147073
0.205415643369339,-0.266441421058374,0.0530548461077823,1.01844698865631
0.163304958454302,-0.175333701101895,0.0618714395705125,0.950426769782666
0.190998136719846,-0.262966711934217,0.043031473268924,1.01222135614753
0.138777816145725,0.00232539625819123,0.0578929754285846,1.05044460156058
0.193766495918541,-0.239388868897278,0.0465533250733254,0.985027519820157
0.237117311623354,-0.335673599617749,0.0630067203139164,1.01956195870066
0.227203665647073,-0.266766330945713,0.0541476732141933,0.986130574421733
0.178917202815911,-0.300345632573151,0.0504911314551069,1.01847276928806
0.164161840494685,-0.212974715217054,0.0537358951234365,1.02246876172275
0.296561288374248,-0.213522272755775,0.0655772991370119,1.1547061411437
0.207861837459879,-0.0854637314862123,0.0615916542362481,1.03673491613825
0.193266058178499,-0.0982594738924209,0.0689264561771086,0.957645158213501
0.284528680915377,-0.219371667778761,0.0577761508571265,1.0379946239009
0.212591343430045,-0.238045267049786,0.0520369099015692,1.04033069257414
0.238042365957297,-0.179038527368065,0.0523350045318951,1.0197904604702
0.278949549339985,-0.389728692179656,0.0498812156550302,1.00381808415793
0.219077300523759,-0.109359371320028,0.067593211967653,1.02002658418607
0.270286100405041,-0.443332817700001,0.0647510409835329,0.997139132519855
0.287539423608576,-0.304817008881925,0.0512346862320524,1.00652585443305
0.181376574093242,-0.188120933045573,0.0651915194754958,0.982111079196003
0.139629729716163,-0.15278881542479,0.0600614522606848,1.01474220567478
0.139124572487864,-0.0742765248446115,0.0575712546505249,1.01030219309596
0.137366422248719,-0.185656510543447,0.059966697755418,1.01633030667702
0.0614476741080079,-0.0433076054977626,0.0627731441769579,1.0099904092906
0.21311490418406,-0.386802696609131,0.0592595520195342,1.00807846177601
0.150862178211245,-0.141810609437393,0.053902276117391,0.991717005829906
0.252891854489313,-0.22305249098129,0.0642364714456838,1.0078422038656
0.278445592417882,-0.199699289035517,0.0560532027057704,1.06597976667412
0.151153724517203,-0.170459111067611,0.059884024370996,1.02048534853671
0.224285414921456,-0.197114844750542,0.058778817195759,1.01236163087401
0.27780356622002,-0.304857762022507,0.0680065020637558,0.997947257697598
0.191604777235525,-0.195070725559402,0.0616272086024001,0.99862229343619
0.143327185753517,-0.0900253456110425,0.0775359787697672,0.978470973903043
0.100789459734345,-0.16064278897445,0.0641122997122246,1.03514167991343
0.106697805967415,-0.163320998380884,0.0647690027448808,0.955255618265269
0.196739662666929,-0.263617267953498,0.0522334242247974,0.975556242745515
0.1487507586644,-0.0389148925282378,0.0574735778654864,0.990856618231511
0.153983644536154,-0.234046496186989,0.0499484499042938,1.02856186573188
0.202679176698822,-0.129916889840039,0.0632023070879323,0.993795344855453
0.0590862313682704,-0.0808286783316296,0.0464952481585806,0.954746137897855
0.243726718460397,-0.128743268594708,0.0516046538763342,1.02618039095543
0.25302793809547,-0.281864062473887,0.0741713730095923,1.01913639639194
0.17265568725453,-0.107464856771651,0.0567040505581921,0.978414639449945
0.109874802416708,-0.0513951311111024,0.0530136707938071,1.0159646574497
0.08570188764936,-0.015849759968465,0.0655408960660484,1.04492750287416
0.0612393935857565,0.00507638522606319,0.0550542527890358,1.00967641868786
0.179420022758475,-0.1328490972924,0.0672070706573857,0.957861870545078
0.280962016806498,-0.144158844743322,0.0697145711306186,0.977719713175034
0.103004205690913,-0.0255012749380006,0.0629573334186093,0.986744852372161
0.166282001250348,-0.253606801115049,0.0610997628906898,0.966186059559105
0.185471949230134,-0.295342493194402,0.0640260178398041,0.993288015849941
0.196913966253775,-0.113084393679281,0.0719941307154865,1.02912081294612
0.148347039617206,-0.162915402723151,0.0584931176684337,1.01830817551485
0.333287366610691,-0.372402655377692,0.0599742700512966,1.03455903924532
0.2252249206163,-0.0714091716185971,0.0670359169089677,1.05754621282097
0.205693686441748,-0.249995993137262,0.0628213085983405,0.995350052746477
0.131816970760024,-0.103149450235343,0.064195467739712,1.0087637682348
0.148032457703009,-0.0715146971867261,0.05823980237417,1.08503857698903
0.250906816883855,-0.2846537799393,0.062126304948386,1.02899679546003
0.182056354949581,-0.226633685239675,0.0541936011510175,0.969490161195528
0.343931515696423,-0.21018498231705,0.0581881934998089,1.05515219887296
0.0448405037516831,0.0114752398554242,0.0518123007805504,1.03017932037854
0.243043293647658,-0.368875713812978,0.0725384069656004,1.00312527796971
0.178879904305291,-0.111735648550792,0.0582657488333911,0.982516305323189
0.0324106677823607,-0.20924969837741,0.0527484724665693,1.00680478117431
0.153165564139352,-0.141446190533162,0.0654215975130938,0.956565762712019
